Feature,Coefficient,Abs_Coefficient
Current_CTC Graduation_Specialization_encoded University_PG_encoded,-7803.517948618613,7803.517948618613
Total_Experience Passing_Year_Of_PHD^2,7801.000973025605,7801.000973025605
Passing_Year_Of_PHD No_Of_Companies_worked Field_Specialization_Ratio,-7778.252757239301,7778.252757239301
Current_CTC^2 Curent_Location_encoded,-7769.00314180864,7769.00314180864
Inhand_Offer University_PG_encoded,-7749.946621770493,7749.946621770493
Total_Experience Passing_Year_Of_PHD Has_PG,7747.085994268706,7747.085994268706
Passing_Year_Of_PHD Current_CTC Number_of_Publications,7745.840158101749,7745.840158101749
Current_CTC Graduation_Specialization_encoded University_PHD_encoded,-7714.679187458593,7714.679187458593
No_Of_Companies_worked Department_encoded Designation_encoded,-7705.604507535293,7705.604507535293
Passing_Year_Of_Graduation Certifications Department_encoded,7701.922785994265,7701.922785994265
Number_of_Publications Preferred_location_encoded,-7693.460922561407,7693.460922561407
Passing_Year_Of_PHD Field_Specialization_Ratio,-7662.786694741264,7662.786694741264
Current_CTC^2 Preferred_location_encoded,-7657.222968016451,7657.222968016451
Industry_encoded^2 Organization_encoded,7654.498383512892,7654.498383512892
Passing_Year_Of_PG No_Of_Companies_worked University_PG_encoded,-7653.148527135583,7653.148527135583
Role_encoded Industry_encoded Designation_encoded,7644.599842426487,7644.599842426487
Passing_Year_Of_PG Number_of_Publications University_PHD_encoded,7636.640698729591,7636.640698729591
Total_Experience_in_field_applied International_degree_any,7580.138737803256,7580.138737803256
Passing_Year_Of_PHD Inhand_Offer,7578.64137463296,7578.64137463296
Current_CTC^2 PHD_Specialization_encoded,-7578.559388271015,7578.559388271015
Total_Experience Passing_Year_Of_PHD Has_PHD,7560.156263161515,7560.156263161515
Current_CTC Education_Level_encoded,7544.437383666739,7544.437383666739
Certifications Performance_Score,-7507.66265366649,7507.66265366649
Passing_Year_Of_Graduation Education_Level_encoded^2,7496.451184876246,7496.451184876246
Total_Experience Passing_Year_Of_PHD Current_CTC,-7485.643598532702,7485.643598532702
No_Of_Companies_worked Organization_encoded Education_Level_encoded,7471.440211419902,7471.440211419902
Preferred_location_encoded Education_Level_encoded,-7467.315539386802,7467.315539386802
Total_Experience_in_field_applied University_PG_encoded,-7465.2982589389985,7465.2982589389985
Passing_Year_Of_PHD Performance_Score^2,7440.127476281175,7440.127476281175
Field_Specialization_Ratio Role_encoded Designation_encoded,-7428.793529424917,7428.793529424917
Passing_Year_Of_Graduation Performance_Score PG_Specialization_encoded,7422.916547912868,7422.916547912868
Current_CTC PG_Specialization_encoded,7414.976671963277,7414.976671963277
Passing_Year_Of_PG Inhand_Offer^2,-7398.302035027019,7398.302035027019
Total_Experience Current_CTC Field_Specialization_Ratio,-7386.6755493844685,7386.6755493844685
No_Of_Companies_worked Industry_encoded^2,-7377.035045983339,7377.035045983339
Passing_Year_Of_Graduation Performance_Score Graduation_Specialization_encoded,7374.937311297317,7374.937311297317
Passing_Year_Of_PG Passing_Year_Of_PHD Inhand_Offer,-7329.873418417377,7329.873418417377
Industry_encoded Education_Level_encoded,-7317.405887851315,7317.405887851315
Total_Experience Has_PG Performance_Score,7316.366187412175,7316.366187412175
Passing_Year_Of_Graduation^2 PHD_Specialization_encoded,7313.826025540476,7313.826025540476
Department_encoded Industry_encoded^2,7294.6500991815665,7294.6500991815665
Passing_Year_Of_PG Passing_Year_Of_PHD No_Of_Companies_worked,-7292.26688788269,7292.26688788269
Passing_Year_Of_PG Inhand_Offer Number_of_Publications,-7274.862458923413,7274.862458923413
PHD_Specialization_encoded Education_Level_encoded,-7257.954302156208,7257.954302156208
Total_Experience Total_Experience_in_field_applied Number_of_Publications,-7253.107723588548,7253.107723588548
Department_encoded PHD_Specialization_encoded^2,-7247.142277925058,7247.142277925058
Total_Experience_in_field_applied^2 Passing_Year_Of_PHD,-7237.359163227823,7237.359163227823
Passing_Year_Of_PG No_Of_Companies_worked PHD_Specialization_encoded,-7235.484966553649,7235.484966553649
Passing_Year_Of_PG Current_CTC Organization_encoded,7200.36824301991,7200.36824301991
Total_Experience Total_Experience_in_field_applied Certifications,-7169.471969540755,7169.471969540755
Graduation_Specialization_encoded Education_Level_encoded,-7154.650127463025,7154.650127463025
Current_CTC Graduation_Specialization_encoded PG_Specialization_encoded,-7116.039095912958,7116.039095912958
Passing_Year_Of_Graduation Certifications^2,7108.635970916319,7108.635970916319
No_Of_Companies_worked Department_encoded Role_encoded,-7083.705133566835,7083.705133566835
Passing_Year_Of_PG No_Of_Companies_worked Department_encoded,-7070.857269795137,7070.857269795137
Inhand_Offer Field_Specialization_Ratio Performance_Score,7028.934617592598,7028.934617592598
No_Of_Companies_worked Department_encoded Industry_encoded,-7026.831060678002,7026.831060678002
No_Of_Companies_worked Organization_encoded^2,-7022.651958374811,7022.651958374811
Total_Experience_in_field_applied^2 Passing_Year_Of_PG,-7013.24781790367,7013.24781790367
Total_Experience Passing_Year_Of_PG University_Grad_encoded,-6989.900988027684,6989.900988027684
Has_PG Education_Level_encoded,-6979.6276314977595,6979.6276314977595
Has_PG Education_Level_encoded^2,6963.60338027378,6963.60338027378
No_Of_Companies_worked^2 Role_encoded,6947.119034222791,6947.119034222791
Total_Experience^2 Role_encoded,6917.809274746201,6917.809274746201
Current_CTC No_Of_Companies_worked Education_Level_encoded,-6892.365823572622,6892.365823572622
Has_PG Role_encoded,-6885.820483983968,6885.820483983968
Passing_Year_Of_Graduation^2 Inhand_Offer,-6857.764964611708,6857.764964611708
Certifications Has_PHD,-6851.979758217891,6851.979758217891
Passing_Year_Of_PHD^2 Has_PG,6844.987687430908,6844.987687430908
Total_Experience Graduation_Specialization_encoded University_PG_encoded,6838.541880764028,6838.541880764028
Certifications Has_PG,-6823.793248545938,6823.793248545938
Current_CTC Industry_encoded^2,-6813.116035483479,6813.116035483479
Passing_Year_Of_Graduation Certifications Performance_Score,6809.568868670276,6809.568868670276
Passing_Year_Of_Graduation^3,6794.515674650114,6794.515674650114
Department_encoded Industry_encoded Organization_encoded,6786.121393678718,6786.121393678718
Passing_Year_Of_Graduation Performance_Score Role_encoded,6774.167826751823,6774.167826751823
Department_encoded Role_encoded Industry_encoded,6774.076185547293,6774.076185547293
Department_encoded Role_encoded Designation_encoded,6764.389995070038,6764.389995070038
No_Of_Companies_worked^2 Education_Level_encoded,-6764.375970030521,6764.375970030521
Number_of_Publications Designation_encoded,-6744.9308455966175,6744.9308455966175
Current_CTC No_Of_Companies_worked University_PHD_encoded,-6720.249437050565,6720.249437050565
Field_Specialization_Ratio Department_encoded Organization_encoded,-6717.395592140354,6717.395592140354
Organization_encoded PHD_Specialization_encoded^2,-6711.377477322802,6711.377477322802
No_Of_Companies_worked Role_encoded Designation_encoded,-6704.901775284584,6704.901775284584
Passing_Year_Of_Graduation No_Of_Companies_worked University_PHD_encoded,-6703.011670822283,6703.011670822283
University_PG_encoded Education_Level_encoded,-6693.837798265774,6693.837798265774
Current_CTC^3,-6692.670208099094,6692.670208099094
Designation_encoded PHD_Specialization_encoded Education_Level_encoded,6686.658914917983,6686.658914917983
Has_PG Industry_encoded,-6654.142472629614,6654.142472629614
Performance_Score University_PHD_encoded,6639.761460677932,6639.761460677932
Has_PHD Role_encoded,-6626.948272582723,6626.948272582723
Passing_Year_Of_PG No_Of_Companies_worked Performance_Score,-6614.558083291574,6614.558083291574
No_Of_Companies_worked Field_Specialization_Ratio Designation_encoded,6588.965699432064,6588.965699432064
Passing_Year_Of_PHD^2 No_Of_Companies_worked,-6585.391239702452,6585.391239702452
Total_Experience Department_encoded University_PHD_encoded,6568.802878185619,6568.802878185619
Total_Experience Passing_Year_Of_PHD Education_Level_encoded,-6531.187836241388,6531.187836241388
Total_Experience Certifications Education_Level_encoded,6519.742912289985,6519.742912289985
Passing_Year_Of_PG Number_of_Publications Field_Specialization_Ratio,-6518.118231727803,6518.118231727803
Field_Specialization_Ratio Department_encoded Designation_encoded,-6512.536983360888,6512.536983360888
Current_CTC Department_encoded Industry_encoded,-6502.134240433975,6502.134240433975
Current_CTC University_Grad_encoded^2,-6499.718655240977,6499.718655240977
Number_of_Publications^2 Education_Level_encoded,6498.054172281752,6498.054172281752
Certifications Role_encoded,-6481.456272327726,6481.456272327726
Has_PHD Industry_encoded,-6480.916359411523,6480.916359411523
Passing_Year_Of_PG No_Of_Companies_worked Organization_encoded,-6465.171931739385,6465.171931739385
Certifications Graduation_Specialization_encoded,-6464.187636175404,6464.187636175404
No_Of_Companies_worked Field_Specialization_Ratio Organization_encoded,6454.128912627042,6454.128912627042
Current_CTC Role_encoded Curent_Location_encoded,-6424.499227318312,6424.499227318312
Role_encoded Industry_encoded Organization_encoded,6422.173784322886,6422.173784322886
Current_CTC Inhand_Offer Has_PHD,6407.468278462942,6407.468278462942
Total_Experience^2 Passing_Year_Of_Graduation,6386.940757245106,6386.940757245106
Passing_Year_Of_PG Number_of_Publications^2,-6383.493698879038,6383.493698879038
Current_CTC Number_of_Publications Has_PG,6357.466247442722,6357.466247442722
No_Of_Companies_worked Has_PHD^2,6348.23613627511,6348.23613627511
Number_of_Publications Department_encoded Organization_encoded,6347.014511600573,6347.014511600573
Total_Experience_in_field_applied Role_encoded Industry_encoded,6335.229035186745,6335.229035186745
Field_Specialization_Ratio Industry_encoded^2,-6334.723332176048,6334.723332176048
Total_Experience Passing_Year_Of_Graduation Number_of_Publications,-6324.792154937153,6324.792154937153
Total_Experience_in_field_applied^2 Education_Level_encoded,6314.54722948177,6314.54722948177
Passing_Year_Of_Graduation^2 PG_Specialization_encoded,6286.468675985545,6286.468675985545
Total_Experience Passing_Year_Of_PG Role_encoded,-6282.621971941946,6282.621971941946
Number_of_Publications Department_encoded,-6277.037404632927,6277.037404632927
Passing_Year_Of_PG University_Grad_encoded,-6275.645347598846,6275.645347598846
Total_Experience_in_field_applied^2 Passing_Year_Of_Graduation,-6251.695020789028,6251.695020789028
Passing_Year_Of_Graduation No_Of_Companies_worked Has_PHD,-6218.303284999746,6218.303284999746
Passing_Year_Of_Graduation Current_CTC Certifications,6213.967150696528,6213.967150696528
Total_Experience_in_field_applied Inhand_Offer University_PHD_encoded,6213.955102818701,6213.955102818701
Passing_Year_Of_Graduation Certifications Graduation_Specialization_encoded,6210.237718750976,6210.237718750976
Total_Experience No_Of_Companies_worked Has_PG,6198.312552694874,6198.312552694874
Total_Experience Current_CTC PHD_Specialization_encoded,6197.482394608175,6197.482394608175
No_Of_Companies_worked Industry_encoded Education_Level_encoded,6197.3184239106295,6197.3184239106295
Current_CTC Graduation_Specialization_encoded PHD_Specialization_encoded,-6195.8821930208915,6195.8821930208915
Passing_Year_Of_PHD Certifications,-6185.6016507359045,6185.6016507359045
Has_PG Organization_encoded,-6180.526325993944,6180.526325993944
Field_Specialization_Ratio Organization_encoded Designation_encoded,-6178.17903799333,6178.17903799333
Department_encoded Industry_encoded Designation_encoded,6174.904425620802,6174.904425620802
Total_Experience Passing_Year_Of_PG Department_encoded,-6172.513383390235,6172.513383390235
Certifications Industry_encoded,-6172.362909211362,6172.362909211362
No_Of_Companies_worked Role_encoded Organization_encoded,-6165.783583705034,6165.783583705034
Inhand_Offer Designation_encoded,-6160.9799462108285,6160.9799462108285
Current_CTC Has_PG Education_Level_encoded,-6150.306043468544,6150.306043468544
Number_of_Publications^2 Performance_Score,-6149.906016569368,6149.906016569368
Inhand_Offer PHD_Specialization_encoded,-6148.654426142603,6148.654426142603
Total_Experience Graduation_Specialization_encoded University_Grad_encoded,6139.097617935038,6139.097617935038
Certifications Organization_encoded,-6138.887480306238,6138.887480306238
Passing_Year_Of_PHD No_Of_Companies_worked Performance_Score,-6133.1163788666,6133.1163788666
Total_Experience_in_field_applied Organization_encoded,6126.239113120765,6126.239113120765
Current_CTC Inhand_Offer Has_PG,6111.343674374619,6111.343674374619
Field_Specialization_Ratio Role_encoded^2,-6104.021404530984,6104.021404530984
Current_CTC Number_of_Publications Has_PHD,6102.2494650302315,6102.2494650302315
Department_encoded Industry_encoded,-6097.09212192862,6097.09212192862
Total_Experience Current_CTC Inhand_Offer,-6089.611381831205,6089.611381831205
Current_CTC PHD_Specialization_encoded Education_Level_encoded,-6085.347107052113,6085.347107052113
Passing_Year_Of_Graduation Has_PG Education_Level_encoded,-6077.316025368995,6077.316025368995
Passing_Year_Of_Graduation Inhand_Offer Field_Specialization_Ratio,6060.102842277965,6060.102842277965
Passing_Year_Of_PG^2 University_PHD_encoded,6057.430907734346,6057.430907734346
Department_encoded^3,6056.069406512177,6056.069406512177
Total_Experience Passing_Year_Of_PG Designation_encoded,-6048.95220833581,6048.95220833581
Passing_Year_Of_PG Current_CTC Role_encoded,6048.153709454801,6048.153709454801
Certifications Department_encoded,-6044.7063768253365,6044.7063768253365
Total_Experience_in_field_applied Designation_encoded,6040.414454041732,6040.414454041732
Passing_Year_Of_PG Passing_Year_Of_PHD,-6039.7111022491235,6039.7111022491235
Total_Experience Total_Experience_in_field_applied,-6024.732732903114,6024.732732903114
Total_Experience Field_Specialization_Ratio University_PG_encoded,6014.023309247562,6014.023309247562
Passing_Year_Of_PG Current_CTC Industry_encoded,6001.849825991873,6001.849825991873
Current_CTC Organization_encoded PG_Specialization_encoded,-5987.921309119647,5987.921309119647
Total_Experience_in_field_applied^2 Field_Specialization_Ratio,-5965.723869546567,5965.723869546567
Inhand_Offer Organization_encoded,-5949.154603916644,5949.154603916644
Total_Experience Total_Experience_in_field_applied University_Grad_encoded,-5944.186534562748,5944.186534562748
Current_CTC Certifications Education_Level_encoded,5941.66179695459,5941.66179695459
Current_CTC Designation_encoded University_Grad_encoded,-5936.983882023033,5936.983882023033
Total_Experience Designation_encoded University_PHD_encoded,5900.459834780226,5900.459834780226
Total_Experience Field_Specialization_Ratio PG_Specialization_encoded,5889.423058553276,5889.423058553276
Current_CTC^2 Role_encoded,5879.300143324217,5879.300143324217
